   0.0000000e+00   4.6067416e-01   6.4761905e-01   3.3333333e-01   2.8689655e-01   2.2368421e-01   1.2054002e-01   7.3214286e-01
   0.0000000e+00   6.0674157e-01   3.2380952e-01   0.0000000e+00   1.4827586e-01   2.1052632e-01   1.8900675e-01   7.1428571e-01
   0.0000000e+00   2.8539326e-01   2.6666667e-01   6.6666667e-01   3.2931034e-01   2.4122807e-01   2.1022179e-01   6.6071429e-01
   5.0000000e-01   5.3707865e-01   3.8095238e-01   3.3333333e-01   1.5655172e-01   2.0614035e-01   1.4464802e-01   7.3214286e-01
   5.0000000e-01   8.6067416e-01   4.7619048e-01   0.0000000e+00   1.4620690e-01   2.5877193e-01   1.6393443e-01   6.7857143e-01
   1.0000000e+00   9.5280899e-01   4.7619048e-01   0.0000000e+00   1.7517241e-01   2.4122807e-01   2.4879460e-01   7.3214286e-01
   0.0000000e+00   2.2921348e-01   5.1428571e-01   6.6666667e-01   2.3413793e-01   3.7719298e-01   2.8254581e-01   6.6071429e-01
   5.0000000e-01   1.9325843e-01   3.6190476e-01   6.6666667e-01   1.8965517e-01   3.6842105e-01   3.1726133e-01   3.7500000e-01
   0.0000000e+00   4.1123596e-01   4.5714286e-01   6.6666667e-01   2.8379310e-01   3.9035088e-01   2.5458052e-01   6.7857143e-01
   0.0000000e+00   2.0449438e-01   4.1904762e-01   6.6666667e-01   1.3068966e-01   4.6491228e-01   3.5004822e-01   6.0714286e-01
   0.0000000e+00   1.4382022e-01   6.0952381e-01   6.6666667e-01   2.0827586e-01   5.3070175e-01   5.2362584e-01   5.5357143e-01
   0.0000000e+00   2.7415730e-01   4.5714286e-01   6.6666667e-01   4.1517241e-01   4.0789474e-01   9.5371263e-01   5.5357143e-01
   0.0000000e+00   7.3932584e-01   7.0476190e-01   0.0000000e+00   2.3206897e-01   2.5000000e-01   2.3625844e-01   7.8571429e-01
   1.0000000e+00   3.0112360e-01   3.8095238e-01   6.6666667e-01   3.9344828e-01   2.9824561e-01   2.4397300e-01   5.5357143e-01
   0.0000000e+00   5.1235955e-01   5.3333333e-01   0.0000000e+00   1.9689655e-01   1.7982456e-01   1.0125362e-01   7.3214286e-01
   0.0000000e+00   4.5393258e-01   4.5714286e-01   6.6666667e-01   1.4827586e-01   2.6754386e-01   7.0395371e-02   6.0714286e-01
