   4.0000000e+00   8.3785882e-01
   1.1000000e+01   8.8904826e-02
   7.0000000e+00   8.7496046e-01
   1.6000000e+01   7.9962170e-01
   2.3000000e+01   8.2964540e-01
   2.7000000e+01   8.8911684e-01
   3.5000000e+01   8.5845301e-01
   3.9000000e+01   8.9764183e-01
   4.2000000e+01   8.5577740e-01
   4.6000000e+01   6.9429583e-01
   5.3000000e+01   9.1659812e-01
   5.5000000e+01   8.9552926e-01
   6.4000000e+01   9.3546905e-01
   6.8000000e+01   8.1826021e-01
   7.3000000e+01   7.8740159e-01
   7.7000000e+01   9.1534999e-01
   8.3000000e+01   1.6970897e-01
   8.4000000e+01   9.3018668e-01
   9.2000000e+01   7.7966612e-01
   9.8000000e+01   8.4767914e-01
   1.0100000e+02   7.7883939e-01
   1.0500000e+02   8.9803625e-01
   1.1100000e+02   9.6271505e-01
   1.1600000e+02   9.2302981e-01
   1.2600000e+02   8.7632767e-01
   1.3000000e+02   8.0733796e-01
   1.3700000e+02   9.4056854e-01
   1.4200000e+02   8.8894668e-01
   1.4700000e+02   9.8203428e-01
   1.5100000e+02   7.7695521e-01
   1.5600000e+02   9.6462253e-01
   1.6000000e+02   9.4452148e-01
   1.6800000e+02   8.8048467e-01
   1.7100000e+02   8.7741964e-01
   1.7800000e+02   7.6965640e-01
   1.8400000e+02   8.7364047e-01
   1.8900000e+02   8.5659517e-01
   1.9500000e+02   9.2397373e-01
   1.9800000e+02   7.7261960e-01
   2.0300000e+02   8.8192760e-01
   2.0800000e+02   8.6514609e-01
   2.1300000e+02   9.7404769e-01
   2.1700000e+02   8.8032136e-01
   2.2600000e+02   9.4866229e-01
   2.2800000e+02   8.1527270e-01
   2.3500000e+02   8.9023136e-01
   2.4000000e+02   9.8494931e-01
   2.4200000e+02   8.6965566e-01
   2.4800000e+02   9.5660751e-01
   2.5300000e+02   8.6267391e-01
   2.6100000e+02   9.2997769e-01
   2.6600000e+02   2.3659516e-01
   2.7100000e+02   8.8500437e-01
   2.7600000e+02   1.6989341e-01
   2.7800000e+02   8.1719002e-01
   2.8500000e+02   9.0775747e-01
   2.8700000e+02   9.8864190e-01
   2.9300000e+02   8.0687034e-01
   2.9900000e+02   9.6183672e-01
   3.0500000e+02   2.1442724e-01
   3.0700000e+02   8.1011230e-01
   3.1500000e+02   1.3540081e-01
   3.1600000e+02   8.4111392e-01
   3.2100000e+02   9.8736440e-01
   3.3000000e+02   9.3819143e-01
   3.3100000e+02   7.4149197e-01
   3.3900000e+02   9.3157697e-01
   3.4100000e+02   7.8411285e-01
   3.4700000e+02   7.9924538e-01
   3.5500000e+02   1.0797136e-01
   3.5700000e+02   8.0462513e-01
   3.6300000e+02   9.3306600e-01
   3.6900000e+02   9.8598639e-01
   3.7100000e+02   9.8739366e-01
   3.7500000e+02   9.8548428e-01
   3.8100000e+02   8.5091036e-01
   3.8800000e+02   9.6657356e-01
   3.9600000e+02   9.5772563e-01
   3.9700000e+02   9.5479148e-01
   4.0300000e+02   8.3057217e-01
   4.1100000e+02   9.6643767e-01
   4.1500000e+02   9.4902179e-01
   4.1700000e+02   9.1029013e-01
   4.2500000e+02   9.5337268e-01
   4.3000000e+02   8.6465088e-01
   4.3400000e+02   9.2969609e-01
   4.3800000e+02   8.1398893e-01
   4.4300000e+02   8.3725285e-01
   4.4800000e+02   9.3217248e-01
   4.5300000e+02   2.5264804e-01
   4.5500000e+02   7.8782521e-01
   4.5800000e+02   9.0858627e-01
   4.6300000e+02   9.4686555e-01
   4.6700000e+02   9.7309000e-01
   4.7200000e+02   9.8162427e-01
   4.7500000e+02   7.9629682e-01
   4.7700000e+02   8.4132661e-01
   4.8300000e+02   9.3826539e-01
   4.8500000e+02   9.2560165e-01
   4.9100000e+02   9.2283321e-01
   4.9500000e+02   8.3158728e-01
   4.9800000e+02   9.8801694e-01
   5.0500000e+02   8.3679595e-02
   5.0600000e+02   9.0421088e-01
   5.0900000e+02   8.6838808e-01
   5.1600000e+02   8.4924077e-01
   5.1800000e+02   8.6698137e-01
   5.2300000e+02   9.1532211e-01
   5.2600000e+02   9.6669622e-01
   5.3200000e+02   2.2373498e-01
   5.3300000e+02   8.5711115e-01
   5.3900000e+02   8.4853493e-01
   5.4100000e+02   9.1956387e-01
   5.4600000e+02   9.5646895e-01
   5.4800000e+02   9.7650558e-01
   5.5400000e+02   8.4288501e-01
   5.5600000e+02   9.8898101e-01
   5.6000000e+02   7.6029661e-01
   5.6300000e+02   8.3994136e-01
   5.6900000e+02   9.2167213e-01
   5.7100000e+02   9.8511609e-01
   5.7700000e+02   8.7134510e-01
   5.8000000e+02   7.5853604e-01
   5.8300000e+02   8.5468876e-01
   5.8800000e+02   2.5858770e-01
   5.8900000e+02   8.3554179e-01
   5.9700000e+02   1.2838126e-01
   6.0100000e+02   2.0168076e-01
   6.0300000e+02   8.0877900e-01
   6.0900000e+02   9.6539400e-01
   6.1200000e+02   9.8473625e-01
   6.1600000e+02   8.0734678e-01
   6.2400000e+02   9.8892099e-01
   6.2800000e+02   9.3186702e-01
   6.3000000e+02   9.5131962e-01
   6.3500000e+02   7.5514371e-01
   6.3800000e+02   8.2068546e-01
   6.4300000e+02   8.1521308e-01
   6.4700000e+02   9.0366570e-01
   6.5000000e+02   8.6808538e-01
   6.5500000e+02   9.9254306e-01
   6.5900000e+02   8.9404390e-01
   6.6400000e+02   9.5137754e-01
   6.7200000e+02   7.7954825e-02
   6.7300000e+02   7.9623020e-01
   6.8000000e+02   8.7178990e-01
   6.8600000e+02   8.5832276e-01
   6.9000000e+02   8.7094464e-01
   6.9500000e+02   9.7883911e-01
   6.9800000e+02   8.5725201e-01
   7.0400000e+02   8.9715972e-01
   7.0900000e+02   8.3284353e-01
   7.1400000e+02   8.4695804e-01
   7.2100000e+02   9.6414100e-01
   7.2400000e+02   8.0049690e-01
   7.3100000e+02   1.1595478e-01
   7.3300000e+02   9.5434096e-01
   7.3800000e+02   8.1488347e-01
   7.4300000e+02   8.2909614e-01
   7.4700000e+02   8.2777765e-01
   7.5000000e+02   8.3819840e-01
   7.5500000e+02   7.7638609e-01
   7.5800000e+02   9.0581728e-01
   7.6100000e+02   8.4096242e-01
   7.6600000e+02   8.9333337e-01
   7.7000000e+02   9.6439437e-01
   7.7700000e+02   8.8438944e-01
   7.7900000e+02   8.5837297e-01
   7.8600000e+02   1.4765308e-01
   7.8800000e+02   9.5619185e-01
   7.9300000e+02   7.5401145e-01
   7.9800000e+02   9.1463838e-01
   8.0200000e+02   9.1419632e-01
   8.0900000e+02   5.2364183e-02
   8.1100000e+02   8.4264405e-01
   8.1600000e+02   8.9235009e-01
   8.2100000e+02   9.1472359e-01
   8.2400000e+02   9.8331117e-01
   8.2800000e+02   9.9972478e-01
   8.3600000e+02   8.8581638e-02
   8.3700000e+02   7.6857153e-01
   8.4300000e+02   9.1735846e-01
   8.4600000e+02   9.5912158e-01
   8.5100000e+02   7.1842614e-01
   8.5500000e+02   8.5280871e-01
   8.6200000e+02   1.7711411e-01
   8.6700000e+02   1.3116222e-01
   8.6800000e+02   9.6720419e-01
   8.7700000e+02   8.7677948e-01
   8.8200000e+02   9.4838310e-01
   8.8500000e+02   9.7741227e-01
   8.9100000e+02   9.9330718e-01
   8.9400000e+02   9.6102321e-01
   9.0000000e+02   9.7938713e-01
   9.0100000e+02   8.6113711e-01
   9.0700000e+02   8.4918156e-01
   9.1200000e+02   8.7152304e-01
   9.1800000e+02   8.9784015e-01
   9.2300000e+02   9.6318979e-01
   9.2700000e+02   8.2085146e-01
   9.3200000e+02   8.9949905e-01
   9.3800000e+02   8.8649377e-01
   9.4300000e+02   8.4920389e-01
   9.4900000e+02   1.2686251e-01
   9.5100000e+02   9.6929806e-01
   9.5700000e+02   8.2691890e-01
   9.6400000e+02   7.6423717e-01
   9.6600000e+02   8.3163333e-01
   9.7400000e+02   8.2995076e-01
   9.7700000e+02   9.9714970e-01
   9.8000000e+02   8.7524500e-01
   9.8500000e+02   8.5254788e-01
   9.9300000e+02   9.4403190e-01
   9.9700000e+02   8.8557729e-01
   1.0010000e+03   8.1376139e-01
   1.0050000e+03   9.1967145e-01
   1.0110000e+03   9.9364773e-01
   1.0170000e+03   9.8268956e-01
